,name,gender,born_date,born_year,born_place,born_country,died_date,died_year,died_place,died_country,degree,degree_generalized,university,university_country,graduate_year,main_classification,classification_indices,earliest_publication,publication_count,advisor_count,student_count,descendant_count,summary
2868,John Torrence Tate,M,13 March 1925,1925.0,"Minneapolis, Minnesota, USA",United States,16 October 2019,2019.0,"Lexington, Massachussets, USA",United States,Ph.D.,Ph.D.,Princeton University,United States,1950.0,14.0,"['14', '11', '12', '10', '01', '16', '20', '18', '09', '46', '17', '00']",1950.0,95.0,1.0,43.0,852.0,John Torrence Tate was an American mathematician who won both the Wolf and Abel prizes for his work in Number Theory.
2869,Alfred Tauber,M,5 November 1866,1866.0,"Pressburg (now Bratislava), Slovakia",Slovakia,26 July 1942,1942.0,"Theresienstadt, Germany (now Terezin, Czech Republic)",Germany,Dr. phil.,Ph.D.,Universität Wien,Austria,1888.0,,[],1897.0,4.0,2.0,0.0,0.0,"Alfred Tauber was a Slovakian-born mathematician, known for his contribution to mathematical analysis and to the theory of functions of a complex variable."
2870,Franz Adolph Taurinus,M,15 November 1794,1794.0,"Bad König, German",Germany,13 February 1874,1874.0,"Cologne, Germany",Germany,,,,,,,,,,,,,Franz Taurinus was a German mathematician best known for his work on non-Euclidean geometry.
2871,Olga Taussky-Todd,F,30 August 1906,1906.0,"Olmütz, Austro-Hungarian Empire (now Olomouc, Czech Republic)",Czech Republic,7 October 1995,1995.0,"Pasadena, California, USA",United States,Dr. phil.,Ph.D.,Universität Wien,Austria,1930.0,15.0,"['15', '10', '09', '01', '65', '20', '12', '16', '11', '76', '27', '68', '52', '46', '36', '18', '14', '13', '05']",1932.0,155.0,1.0,14.0,174.0,Olga Taussky-Todd was an Austrian born mathematician who worked on algebraic number theory and matrix theory.
2872,Brook Taylor,M,18 August 1685,1685.0,"Edmonton, Middlesex, England",United Kingdom,29 December 1731,1731.0,"Somerset House, London, England",United Kingdom,,,,,,,,,,,,,"Brook Taylor was an English mathematician who added to mathematics a new branch now called the 'calculus of finite differences', invented integration by parts, and discovered the celebrated formula known as Taylor's expansion."
2873,Geoffrey Ingram Taylor,M,7 March 1886,1886.0,"St John's Wood, London, England",United Kingdom,27 June 1975,1975.0,"Cambridge, England",United Kingdom,M.A.,M.A.,University of Cambridge,United Kingdom,,76.0,"['76', '01', '73']",1945.0,34.0,1.0,15.0,1111.0,Geoffrey Taylor was a British physicist and mathematician who worked in fluid dynamics and wave theory.
2874,Henry Martyn Taylor,M,6 June 1842,1842.0,"Bristol, England",United Kingdom,16 October 1927,1927.0,"Cambridge, England",United Kingdom,,,,,,,,,,,,,Henry Martyn Taylor was an outstanding English mathematician who lost the sight of both eyes. He devised a Braille system to allow mathematical and other scientific works to become available to the blind.
2875,James Taylor,M,19 June 1851,1851.0,"Keith, Scotland",United Kingdom,29 January 1910,1910.0,"Institution Place, Dollar, Scotland",United Kingdom,,,,,,,,,,,,,James Taylor was a Scottish mathematics teacher who taught at Dollar Academy.
2876,Richard Lawrence Taylor,M,19 May 1962,1962.0,"Cambridge, England",United Kingdom,,,,,Ph.D.,Ph.D.,Princeton University,United States,1988.0,11.0,['11'],1988.0,41.0,1.0,30.0,77.0,Richard Taylor is a British mathematician who works in America in the field of number theory.
2877,Paul Julius Oswald Teichmüller,M,18 June 1913,1913.0,"Nordhausen im Harz, Germany",Germany,11 September 1943,1943.0,"Dnieper region, USSR",Russia,Dr. rer. nat.,Ph.D.,Georg-August-Universität Göttingen,Germany,1935.0,30.0,"['30', '01', '27', '09', '32', '10']",1936.0,30.0,1.0,0.0,0.0,Oswald Teichmüller's main contribution was in the area of geometric function theory.
2878,Francisco Gomes Teixeira,M,28 January 1851,1851.0,"São Cosmado, Armamar, Viseu, Portugal",Portugal,8 February 1933,1933.0,"Porto, Portugal",Portugal,,,,,,1.0,['01'],1904.0,7.0,,,,Gomes Teixeira was a Portuguese mathematician and historian of mathematics.
2879,George Frederick James Temple,M,1 September 1901,1901.0,"Kensington, London, England",United Kingdom,30 January 1992,1992.0,"Quarr Abbey, Isle of Wight, England",United Kingdom,Ph.D.,Ph.D.,Imperial College London,United Kingdom,1924.0,76.0,"['76', '46', '27', '65', '53', '28', '01', '57', '54', '42', '35', '34', '31', '20', '03', '02', '00']",1942.0,27.0,1.0,4.0,237.0,"George Temple was an English mathematician who worked on a wide variety of topics including analysis, relativity, aerodynamics and quantum mechanics."
2880,Charles Hughes Terrot,M,19 September 1790,1790.0,"Cuddalore, Tamil Nadu, India",India,2 April 1872,1872.0,"Stockbridge, Edinburgh, Scotland",United Kingdom,,,,,,,,,,,,,Charles Terrot was an amateur mathematician who became Bishop of Edinburgh. He wrote an early paper on complex numbers.
2881,Johannes Nikolaus Tetens,M,16 September 1736,1736.0,"Tetenbüll (near Tönning), South Schleswig (now Germany)",Germany,17 August 1807,1807.0,"Copenhagen, Denmark",Denmark,,,,,,,,,,,,,Johannes Tetens was a Danish physicist who made contributions to philosophy and insurance.
2882,Thales of Miletus,M,about 624 BC,-623.0,"Miletus, Asia Minor (now Turkey)",Turkey,about 547 BC,-546.0,"Miletus, Asia Minor (now Turkey)",Turkey,,,,,,,,,,,,,"Thales was the first known Greek philosopher, scientist and mathematician. He is credited with five theorems of elementary geometry."
2883,Theaetetus of Athens,M,about 417 BC,-416.0,"Athens, Greece",Greece,about 369 BC,-368.0,"Athens, Greece",Greece,,,,,,,,,,,,,Theaetetus was a Greek mathematician who made very important contributions to the theory of irrationals. His work is described in the Euclid's Elements.
2884,Feodor Theilheimer,M,18 June 1909,1909.0,"Gunzenhausen, Germany",Germany,24 December 2000,2000.0,"Chevy Chase, Montgomery County, Maryland, USA",United States,Ph.D.,Ph.D.,Universität Berlin,Germany,1936.0,76.0,"['76', '68']",1943.0,2.0,1.0,0.0,0.0,Feodor Theilheimer was a German mathematician who was forced to move to America. He worked for the US Department of Defense on the research and development of ship design and construction.
2885,Theodorus of Cyrene,M,465 BC,-464.0,"Cyrene (now Shahhat, Libya)",Libya,398 BC,-397.0,"Cyrene (now Shahhat, Libya)",Libya,,,,,,,,,,,,,Theodorus was a Greek philosopher in the Cyrenaic school of moral philosophy. He was a pupil of Protagoras and the tutor of Plato and of Theaetetus.
2886,Theodosius of Bithynia,M,about 160 BC,-159.0,"Bithynia, Anatolia (now Turkey)",Turkey,about 90 BC,-89.0,,,,,,,,1.0,['01'],2010.0,1.0,,,,Theodosius was a Greek mathematician and astronomer who worked on the geometry of the sphere.
2887,Theon of Alexandria,M,about 335,335.0,"(possibly) Alexandria, Egypt",Egypt,about 405,405.0,,,,,,,,,,,,,,,Theon was a Greek mathematician who worked in Alexandria as a teacher of mathematics and astronomy. He was the father of the first woman mathematician Hypatia.
2888,Theon of Smyrna,M,about AD 70,70.0,"Smyrna (now Izmir), Turkey",Turkey,about AD 135,135.0,,,,,,,,,,,,,,,"Theon was a Greek philosopher who described how prime numbers, geometrical numbers such as squares, progressions, music and astronomy are interrelated."
2889,Thorvald Nicolai Thiele,M,24 December 1838,1838.0,"Copenhagen, Denmark",Denmark,26 September 1910,1910.0,"Copenhagen, Denmark",Denmark,,,,,,,,,,,,,"Thorvald Thiele was a Danish mathematician and astronomer. He worked in statistics, interpolation and the three-body problem."
2890,Lê Văn Thiêm,M,29 March 1918,1918.0,"Duc Tho District, Ha Tinh Province, Vietnam",Vietnam,3 July 1991,1991.0,"Ho Chi Minh City, Vietnam",Vietnam,,,,,,,,,,,,,Lê Văn Thiêm was a Vietnamese mathematician who became one of the founders of higher education in his country.
2891,John Alexander Third,M,6 May 1865,1865.0,"St Nicholas, Aberdeen, Scotland",United Kingdom,11 August 1948,1948.0,"Edinburgh, Scotland",United Kingdom,,,,,,,,,,,,,J A Third became Director of Education for Ayrshire. A prize at the University of Aberdeen is named after him.
2892,George Thom,M,2 July 1842,1842.0,"Forgue near Huntly, Scotland",United Kingdom,20 December 1916,1916.0,"Aberdeen, Scotland",United Kingdom,,,,,,,,,,,,,George Thom was a Scot who became Rector of Dollar Institution (later to become Dollar Academy). He held this post for 24 years.
2893,René Thom,M,2 September 1923,1923.0,"Montbéliard, Doubs, France",France,25 October 2002,2002.0,"Bures-sur-Yvette, France",France,Ph.D.,Ph.D.,Université de Paris,France,1951.0,58.0,"['58', '00', '57', '56', '01', '53', '55', '92', '68', '32', '90', '82', '34', '03']",1949.0,144.0,1.0,4.0,64.0,"René Thom was a French mathematician who is known for his development of catastrophe theory, a mathematical treatment of continuous action producing a discontinuous result."
2894,Carl Johannes Thomae,M,11 December 1840,1840.0,"Laucha (Unstrut), Germany",Germany,1 April 1921,1921.0,"Jena, Germany",Germany,D.Phil.,Ph.D.,Georg-August-Universität Göttingen,Germany,1864.0,,,,,1.0,47.0,707.0,Carl Johannes Thomae was a German mathematician who worked in function theory.
2895,Robert Wayne Thomason,M,5 November 1952,1952.0,"Tulsa, Oklahoma, USA",United States,5 November 1995,1995.0,"Paris, France",France,Ph.D.,Ph.D.,Princeton University,United States,1977.0,18.0,"['18', '14', '19', '55', '54']",1974.0,37.0,1.0,2.0,2.0,Robert Thomason was an American mathematician who worked on algebraic K-theory.
2896,Abigail A Thompson,F,30 June 1958,1958.0,"Norwalk, Connecticut, USA",United States,,,,,Ph.D.,Ph.D.,"Rutgers University, New Brunswick",United States,1986.0,57.0,"['57', '91', '58']",1986.0,41.0,2.0,15.0,16.0,Abigail Thompson is an American mathematician who studies combinatorial methods in 3-dimensional topology.
2897,John Griggs Thompson,M,13 October 1932,1932.0,"Ottawa, Kansas, USA",United States,,,,,Ph.D.,Ph.D.,The University of Chicago,United States,1959.0,20.0,"['20', '12', '11', '05', '94', '51', '01', '17', '15', '10']",1953.0,99.0,1.0,25.0,140.0,John Thompson is an American mathematician best known for his proof (with Walter Feit) of one of the most important theorems on finite simple groups.
2898,Robert Charles Thompson,M,21 April 1931,1931.0,"Winnipeg, Manitoba, Canada",Canada,10 December 1995,1995.0,"Santa Barbara, California, USA",United States,Ph.D.,Ph.D.,California Institute of Technology,United States,1960.0,15.0,"['15', '20', '17', '10', '52', '22', '12', '01']",1957.0,121.0,1.0,10.0,11.0,Robert C Thompson was an Canadian mathematician who moved to the USA. He worked on linear algebra and matrix theory.
2899,James Thomson,M,13 November 1786,1786.0,"Annaghmore, near Ballynahinch, Co. Down, Ireland",Ireland,12 January 1849,1849.0,"Glasgow, Scotland",United Kingdom,,,,,,,,,,,,,James Thomson campaigned to reform Glasgow University. He wrote many textbooks. He was the father of Lord Kelvin.
2900,William Thomson,M,31 December 1856,1856.0,"Kirkton of Mailer, Perthshire, Scotland",United Kingdom,6 August 1947,1947.0,"Dunedin, Glencairn, Simonstown, South Africa",South Africa,,,,,,,,,,,,,William Thomson was appointed Professor of Mathematics at Victoria College Stellenbosch in South Africa and went on to become Principal of the University of South Africa in Pretoria.
2901,William Leslie Thomson,M,14 February 1868,1868.0,"Selkirk, Scotland",United Kingdom,3 October 1951,1951.0,"Edinburgh, Scotland",United Kingdom,,,,,,,,,,,,,"William Leslie Thomson studied at Edinburgh and Cambridge. He taught at Kirkwall, at Kilmarnock and at George Heriot's School in Edinburgh."
2902,William Richard Maximilian Hugo Threlfall,M,25 June 1888,1888.0,"Dresden, Germany",Germany,4 April 1949,1949.0,"Oberwolfach, Schwarzwald, Germany",Germany,Ph.D.,Ph.D.,Universität Leipzig,Germany,1926.0,56.0,"['56', '55', '49']",1941.0,6.0,2.0,4.0,403.0,William Threlfall was a German mathematician who worked on algebraic topology. With Herbert Seifert he wrote a standard work on topology.
2903,Axel Thue,M,19 February 1863,1863.0,"Tönsberg, Norway",Norway,7 March 1922,1922.0,"Oslo, Norway",Norway,Ph.D.,Ph.D.,University of Christiania,Norway,1889.0,1.0,['01'],1909.0,4.0,1.0,2.0,480.0,"Thue studied Diophantine equations, showing that, for example, y3 - 2x2 = 1 cannot be satisfied by infinitely many pairs of integers."
2904,William Paul Thurston,M,30 October 1946,1946.0,"Washington, D.C., USA",United States,21 August 2012,2012.0,"Rochester, New York, USA",United States,Ph.D.,Ph.D.,"University of California, Berkeley",United States,1972.0,57.0,"['57', '53', '68', '37', '58', '20', '00', '52', '30', '01', '65', '55', '05', '18', '03']",1972.0,155.0,1.0,36.0,350.0,Bill Thurston was an American mathematician who won a Fields Medal for his work on 2 and 3 dimensional manifolds.
2905,Thymaridas of Paros,M,about 400 BC,-399.0,"Paros, Greece",Greece,about 350 BC,-349.0,,,,,,,,,,,,,,,Thymaridas was a Greek follower of Pythagoras who wrote on prime numbers and gave methods for solving simultaneous linear equations .
2906,Pavel Tichy,M,18 February 1936,1936.0,"Brno, Czechoslovakia (now Czech Republic)",Czech Republic,,,"Dunedin, New Zealand",New Zealand,,,,,,3.0,"['03', '02', '00']",1967.0,19.0,,,,Pavel Tichy was a Czech mathematician who spent most of his career in New Zealand. He worked in mathematical logic.
2907,Horst Tietz,M,11 March 1921,1921.0,"Hamburg, Germany",Germany,28 January 2012,2012.0,"Hanover, German",Germany,Dr. rer. nat.,Ph.D.,Philipps-Universität Marburg,Germany,1950.0,30.0,"['30', '01', '00', '71', '50', '15', '69', '65', '41', '26']",1951.0,34.0,1.0,12.0,73.0,Horst Tietz was a German mathematician who worked primarily in the field of function theory.
2908,Heinrich Franz Friedrich Tietze,M,31 August 1880,1880.0,"Schleinz (E of Neunkirchen), Austria",Austria,17 February 1964,1964.0,"Munich, Germany",Germany,Dr. phil.,Ph.D.,Universität Wien,Austria,1904.0,10.0,"['10', '09', '01', '56', '48', '53', '27', '52', '39', '15', '05', '00', '65', '60', '49', '41']",1939.0,72.0,1.0,12.0,1575.0,"Heinrich Tietze was an Austrian mathematician, known for the Tietze extension theorem. He also developed the Tietze transformations for group presentations, and was the first to pose the group isomorphism problem."
2909,Ene-Margit Tiit,F,22 April 1934,1934.0,"Tartu, Estonia",Estonia,,,,,,,,,,,,,,,,,Ene-Margit Tiit is an Estonian mathematician who was the first president of the Estonian Statistical Society.
2910,Andrei Nikolaevich Tikhonov,M,30 October 1906,1906.0,"Gzhatska, Smolensk, Russia",Russia,7 October 1993,1993.0,"Moscow, Russia",Russia,Ph.D.,Ph.D.,Lomonosov Moscow State University,Russia,1927.0,65.0,"['65', '01', '35', '78', '90', '36', '00', '30', '34', '92', '86', '49', '47', '45', '93', '80', '79', '44', '31', '76', '46', '42', '41', '33']",1926.0,197.0,1.0,11.0,222.0,"Andrey Nikolayevich Tikhonov was a Russian mathematician who worked in topology, functional analysis, mathematical physics, and ill-posed problems."
2911,Geoffrey Timms,M,16 February 1903,1903.0,"Bradford, Yorkshire, England",United Kingdom,2 December 1982,1982.0,"Auckland, New Zealand",New Zealand,Ph.D.,Ph.D.,University of Cambridge,United Kingdom,1928.0,14.0,['14'],1940.0,1.0,1.0,0.0,0.0,Geoffrey Timms studied at Leeds and Cambridge and then took up a post at St Andrews. During World War II he served at Bletchley Park and Cheltenham and joined the Foreign Office afterwards.
2912,Sydney Rex Tims,M,21 December 1926,1926.0,"London, England",United Kingdom,16 February 1971,1971.0,"Aldershot, Hampshire, England",United Kingdom,Ph.D.,Ph.D.,University of Cambridge,United Kingdom,1953.0,30.0,"['30', '31', '10']",1951.0,4.0,0.0,0.0,0.0,Rex Tims was an English mathematician and university teacher.
2913,Jan Tinbergen,M,12 April 1903,1903.0,"The Hague, The Netherlands",Netherlands,9 June 1994,1994.0,"The Hague, The Netherlands",Netherlands,Ph.D.,Ph.D.,Universiteit Leiden,Netherlands,1929.0,90.0,['90'],1987.0,2.0,1.0,6.0,1086.0,Jan Tinbergen was a Dutch economist who was awarded the first Nobel Prize in Economics.
2914,François-Félix Tisserand,M,13 January 1845,1845.0,"Nuits-St-Georges, Côte-d'Or, France",France,20 October 1896,1896.0,"Paris, France",France,,,,,,,,,,,,,Félix Tisserand was a French astronomer who updated Laplace's standard work.
2915,Edward Charles Titchmarsh,M,1 June 1899,1899.0,"Newbury, Berkshire, England",United Kingdom,18 January 1963,1963.0,"Oxford, England",United Kingdom,M.A.,M.A.,University of Oxford,United Kingdom,1923.0,36.0,"['36', '34', '42', '35', '10', '01', '30', '33', '81', '11']",1924.0,100.0,1.0,19.0,577.0,Edward Titchmarsh was an English mathematician best known for his work in analysis.
